TITLE;AUTHORS
Composite Mouse Gestures: Toward an Easier Tool for Behavior Authoring;Edward Yu-Te Shen Shen Kuei-yuan Zheng Bing-yu Chen
Inlier Modeling for Multimedia Data Analysis;Rozenn Dahyot Niall Niall Rea Anil Kokaram
Software Component Technologies for Real-Time Systems - An Industrial Perspective;Anders M�ller  Mikael �kerholm  Johan Fredriksson  Mikael Nolin
Wavelet Based Texture Synthesis;Claire Gallagher  Anil Kokaram
Weber-type Laws of Action-at-a-Distance in Modern Physics;Thomas E. Phipps  Jr.
Graph Complexity of Chemical Compounds in Biological Pathways;Atsuko Yamaguchi Kiyoko F. Aoki Hiroshi Mamitsuka
Improving Transfer Rates in Brain Computer Interfacing: A Case Study;Peter Meinicke Matthias Kaper  Florian Hoppe Manfred Heumann Helge Ritter
Controlling Spam by Secure Internet Content Selection;Amir Herzberg
Incorporating Biology into Discrete Event Simulation Models of Organ Allocation;E. Y�cesan C. -h. Chen J. L. Snowdon J. M. Charnes Jennifer Kreke Andrew J. Schaefer
Scalable View Expansion in a Peer Mediator System;Timour Katchaounov  Vanja Josifovski  Tore Risch
K-Nearest Neighbor Classification on Spatial Data Streams Using P-Trees;Maleq Khan   Qin Ding William Perrizo
Quality Approach of Web Documents by an Evaluation of Structure Relevance;Antoine Gagneux Vronique Antoine Gagneux V�ronique Eglin Hubert Emptoz
Multimedia Object Modelling and Content-Based Querying;Anastasia Analyti  Stavros Christodoulakis
Proceedings of the 2003 Winter Simulation Conference;Chick Snchez Ferrin S. Chick P. J. S�nchez D. Ferrin D. J. Morrice
Proceedings of the 2003 Winter Simulation Conference S. Chick P. J. Snchez D. Ferrin and D. J. Morrice eds.;Simulation Of Freeway S. Chick P. J. S�nchez D. Ferrin D. J. Morrice Daiheng Ni
How Many Ways Can Things Be The Same? Set Theory For Multiple-Site Surveys ;Richard G. Clegg
Modeling the Impact of Device and Pipeline Scaling on the Soft Error Rate of Processor Elements;Premkishore Shivakumar  Stephen W. Keckler Doug Burger  Michael Kistler Lorenzo Alvisi
Population Pressure Land Tenure And Tree;Resource Management In Frank Place Keijiro Otsuka
BootCaT: Bootstrapping Corpora and Terms from the Web;Marco Baroni  Silvia Bernardini
Improved Detection of Low-Profile . . .;William W. Streilein Robert K. Cunningham Seth E. Webster
Proceedings of the 2001 Winter Simulation Conference;Peters Smith Medeiros B. A. Peters J. S. Smith D. J. Medeiros M. W. Rohrer Leonardo Chwif
DL-Lite: Practical Reasoning for Rich DLs;Diego Calvanese Giuseppe De Giacomo Maurizio Lenzerini Riccardo Rosati Guido Vetere
Prototype Based Recognition of Splice Sites;Barbara Hammer Marc Strickert Thomas Villmann
VOD services for mobile wireless devices;Bruneo Villari Zaia D. Bruneo M. Villari A. Zaia A. Puliafito
Integrating Query Processing and Data Mining in Relational DBMSs;Qiang Ding   William Perrizo Victor Shi Kirk Scott
Information Retrieval on the Semantic Web;Urvi Shah  Tim Finin  Anupam Joshi R. Scott Cost
Calligraphic Interfaces: Mixed Metaphors for Design;Jo�o P. Pereira Joaquim A. Jorge Vasco A. Branco F. Nunes Ferreira
Spatiotemporal Forward Solution of the EEG and MEG Using Network Modeling;Viktor K. Jirsa  Kelly J. Jantzen Armin Fuchs J. A. Scott Kelso
The Beginnings of a Logical Semantics;Framework For The
Statistical Synopses for Graph-Structured XML Databases;Neoklis Polyzotis  Minos Garofalakis
Using Constraints to Develop and Deliver Adaptive;Tests Sophiana Chua Sophiana Chua Abdullah Roger E. Cooley
Marek Makowski;Andrzej Wierzbicki Modelling Marek Makowski Andrzej P. Wierzbicki
RF/Wireless Interconnect for Inter- and;Intra-Chip Communications Mau-Chung Mau-chung Frank Chang Vwani P. Roychowdhury Liyang Zhang Hyunchol Shin Yongxi Qian Senior Member
Proceedings of the 1998 Winter Simulation Conference;Medeiros Watson Carson D. J. Medeiros E. F. Watson J. S. Carson M. S. Manivannan
Sentences 92;Semantic Networks Semiotic Selmer Bringsjord David Ferrucci
Toward IP Virtual Private Network Quality of Service: A Service Provider Perspective;Jingdi Zeng A Service Provider Perspective
Using a Multi-Frequency Synthetic Aperture Sonar for Bathymetry;P.J. Barclay M. P. Hayes  P.T. Gough
VIPER: A VIsual Protocol EditoR;C. F. B. Rooney R. W. Collier  G. M. P. OHare G. M. P. O�hare
A Framework for QoS Support in the UMTS/GPRS Backbone Network Using DiffServ;Farshid Agharebparast Victor C. M. Leung
Genome Informatics 14: 514--515 (2003) Predict Functionally Important Residues Responsible;For Estrogen Receptor Feng Wang Hirohisa Kishino Yasuhiko Wada
Accurate Power Estimation Using Circuit Partitioning;Ana Freitas Atf Ana T. Freitas
Design And Construction Of High-Frequency Multitone;Police Security Siren
A Prototype English-Arabic Dictionary Based on WordNet;William Black And William J. Black Sabri El-kateb
Secure Routing in Wireless Sensor Networks: Attacks and Countermeasures;Chris Karlof David Wagner
A Unified Algebraic Approach to 2-D and 3-D Motion Segmentation;Ren� Vidal Yi Ma
Probabilistic Finite-State Machines - Part I;E. Vidal F. Thollard C. De La Higuera F. Casacuberta R. C. Carrasco
OIKOS 74: 218--224. Copenhagen 1995;On Evolutionarily Stable Sido D. Mylius Odo Diekmann
A Multi-Agent System Environment for Modelling Cell and Tissue;Biology Eunice Santos Eunice E. Santos Donghang Guo Eugene Santos Jr. William Onesty
Input Modeling;Lawrence Leemis
Aggregation-based Approaches to Honey-pot Searching with Local Sensory Information;Bhaskar Dasgupta  Joao P. Hespanha Eduardo Sontag
Boosting as a Regularized Path to a Maximum Margin Classifier;Saharon Rosset  Ji Zhu Trevor Hastie Robert Schapire
Joint Bayesian Model Selection and Estimation of Noisy Sinusoids via Reversible Jump MCMC;Christophe Andrieu  Arnaud Doucet
Mobile E-Services and Their Challenges to Data Warehousing;Christian S. Jensen Torben Bach Pedersen
Dsgd Discussion Paper No. 3;Development Strategy And Samuel Morley Valeria Pi�eiro
Strategies for Sustainable Agricultural Development in the . . .;Pender John Pender Berhanu Gebremedhin Berhanu Gebremedhin Samuel Benin Samuel Benin Simeon Ehui Simeon Ehui
Design and development of a Jxta middleware for mobile ad-hoc networks;Mario Bisignano Andrea Calvagna  Giuseppe Di Modica Orazio Tomarchio
Proceedings of the 2001 Winter Simulation Conference;Peters Smith Medeiros
On Network Correlated Data Gathering;R?zvan Cristescu Baltasar Beferull-lozano Martin Vetterli
A Highly Configurable Cache Architecture for Embedded Systems;Chuanjun Zhang Frank Vahid Walid Najjar
Simple Feasibility Rules and Differential Evolution for Constrained Optimization;Efren Mezura-Montes Carlos A. Coello Coello  Edy I. Tun-Morales Secci�n De Computaci�n Villahermosa Tabasco
Designs of High Quality Streaming Proxy Systems;Songqing Chen  Bo Shen  Susie Wee  Xiaodong Zhang
Synergies Between Interactive Training Simulations And Digital Storytelling: A Component-Based Framework;Ralf D�rner Paul Grimm Daniel F. Abawi
Design Patterns Application in UML;Gerson Suny� Alain Le Guennec Jean-Marc J�z�quel
Two Further Links Between Mp And Ml Under The Poisson Model ;Mike Steel David Penny
The FTLambda-FRLambda AWG Network: A Practical Single-Hop Metro WDM Network for Efficient Uni- and Multicasting;Chun Fan  Martin Reisslein
Proceedings of the 2002 Winter Simulation Conference;Ycesan Chen Snowdon E. Y�cesan C. -h. Chen J. L. Snowdon J. M. Charnes
A Novel Modular Neural Architecture for Rule-based and Similarity-based Reasoning;Rafal Bogacz  Christophe Giraud-Carrier
A Polynomial Time Algorithm for the Multidimensional Assignment Problem in Multiple Sensor Environments;H. W. de Waard A. Capponi 
Logical Systems: Towards Protocols for Web-Based Meaning Negotiation;James Farrugia
Java Applet Correctness: a Developer-Oriented Approach;L. Burdy A. Requet J. -l. Lanet La Vigie
Accurate Power Estimation Using Circuit Partitioning;Ana T. Freitas  Arlindo L. Oliveira  Horacio C. Neto
Automatic Segmentation and Recognition System for Handwritten Dates on Canadian Bank Cheques;Bank Cheques Qizhi Xu  Louisa Lam  Ching Y. Suen
Distributed Probabilistic Model-Building Genetic Algorithm;Tomoyuki Hiroyasu  Mitsunori Miki Masaki Sano Hisashi Shimosaka Shigeyoshi Tsutsui Jack Dongarra
Despotic Societies Sexual Attraction And;The Emergence Of Charlotte K. Hemelrijk
Manifold Learning and Applications in Recognition;Junping Zhang Stan Z. Li  Jue Wang
Linear Algebra Operators for GPU Implementation of Numerical Algorithms;Jens Kr�ger R�diger Westermann
Collision Detection Algorithm for Deformable Objects Using OpenGL;Shmuel Aharon  Christophe Lenglet
Proceedings of the 1998 Winter Simulation Conference;Medeiros Watson Carson D. J. Medeiros E. F. Watson J. S. Carson M. S. Manivannan
A Decomposed Symbolic Approach to Reactive Planning;Seung H. Chung  Brian C. Williams
Email Prioritization: reducing delays on legitimate mail caused;Junk Mail Richard Richard Daniel Twining A Mowbray Dan Twining Matthew M. Williamson Matthew M. Williamson A J. F. Mowbray Maher Rahmouni Maher Rahmouni
Steven J. Simske Margaret Sturgill;Imaging Systems Laboratory Steven J. Simske Steven J. Simske Margaret Sturgill Margaret Sturgill
Lane Data Fusion for Driver Assistance Systems;Albrecht Klotz  Jan Sparbert  Dieter H�tzer Robert Bosch Gmbh
Adaptive Resource Management for;Scalable Network--Attached Storage Konstantinos Kalpakis Koustuv Dasgupta Shamit Patel
Alias Types;Frederick Smith David Walker  Greg Morrisett
Debugging Support for an Optimized Modelica Compiler;Kaj Nystr�m
Genome Informatics 14: 627--628 (2003) 627 Quantifying the Spiral Leaf Trait of Arabidopsis from;The Shape Model Eli Kaminuma Naohiko Heida Yuko Tsumoto Minami Matsui Tetsuro Toyoda Akihiko Konagaya
A Process for Transitioning to Object-Oriented Technology;  David Diskin
Measuring Notification Loss in Publish/Subscribe Communication Systems;R. Baldoni R. Beraldi S. Tucci Piergiovanni A. Virgillito
Transient activation of a somatosensory area in painful hallucinations shown by fMRI;Karl-J�rgen B�r  Christian Gaser Ca Christian Gaser Igor Nenadic Heinrich Sauer
Protection Mechanisms for Application Service Hosting Platforms;Xuxian Jiang Xuxian Jiang Dongyan Rudolf Eigenmann
Hardware/Software Co-design;Of An Atm Jean-marc Daveau Gilberto Marchioro Ahmed Amine Jerraya
Proceedings of the 2003 Winter Simulation Conference;Chick Snchez Ferrin S. Chick P. J. S�nchez D. Ferrin D. J. Morrice E. Jack Chen
Proceedings of the 2003 Winter Simulation Conference;Chick Snchez Ferrin S. Chick P. J. S�nchez D. Ferrin D. J. Morrice Sugree Phatanapherom Putchong Uthayopas Voratas Kachitvichyanukul
An Extension of Rate-Adaptive MAC Protocol for NS2 Simulator;Mingzhe Li Emmanuel Agu
Job Creation and Job Destruction in the Russian Federation;Trinity Economic Paper Alessandro Acquisti Jel Classification P Hartmut Lehmann
Seminar on Algorithms and Models for Railway Optimization Crew scheduling;Crew Scheduling Jasper M�ller
Energy-Balanced Task Allocation for Collaborative;Processing In Networked Yang Yu Viktor K. Prasanna
Designing Incentives for Peer-to-Peer Routing;Alberto Blanc Electrical Alberto Blanc
T h e T h e E p h e m e r E p h e m e r i s i s;Focus And Books
Design Development of a Stream Service in a Heterogeneous Client Environment;N. Pappas   S. Christodoulakis
Trust in Software Component Marketplaces;Thomas List  J�rg K�ller
Does Geographic Targeting Of Nutrition Interventions Make Sense In Cities? Evidence From Abidjan And Accra;Saul Morris Carol Carol Levin Margaret Armar-klemesu Daniel Maxwell Marie T. Ruel
Overlay Mesh Construction Using Interleaved Spanning Trees;Anthony Young Jiang Chen Zheng Ma Arvind Krishnamurthy  Larry Peterson  Randolph Y. Wang
Maximum and Asymptotic UDP Throughput under CHOKe;Jiantao Wang Ao Tang Steven H. Low
Evolution of trading rules for the FX market;Or How To Hakan Jonsson Payam Madjidi
Proceedings of the 2001 Winter Simulation Conference;Peters Smith Medeiros B. A. Peters J. S. Smith D. J. Medeiros M. W. Rohrer
Performance Analysis of Topology-Unaware TDMA MAC Schemes for Ad-Hoc Networks with Topology Control;Konstantinos Oikonomou  Nikos Pronios  Ioannis Stavrakakis
Characterizing Customer Groups for an E-commerce Website;Qing Wang  Dwight J. Makaroff  H. Keith Edwards
Tracking And Motion Analysis Of The Left Ventricle With Deformable Superquadrics;Eric Bardinet  Laurent D. Cohen Nicholas Ayache
Workplace Applications of Sensor Networks;Steven Conner John John Heidemann Lakshman Krishnamurthy Xi Wang Mark Yarvis
The Similarity Metric;Ming Li Xin Chen  Xin Li Bin Ma Paul M. B. Vit�nyi
The Orchestration of Behaviours Using Resources and Priority Levels;F. Lamarche S. Donikian
Formal System Development Using Method Integration: a Case Study;Demissie B. Aredo Demissie B. Aredo Olaf Owe
Proceedings of the 2002 Winter Simulation Conference;Ycesan Chen Snowdon E. Y�cesan C. -h. Chen J. L. Snowdon J. M. Charnes Jak_a Cvitani?
Universal Re-encryption for Mixnets;Philippe Golle   Markus Jakobsson Ari Juels Paul Syverson
A Level Set Method for Three-dimensional Paraxial Geometrical Optics with Multiple Sources;Shingyu Leung   Jianliang Qian Stanley Osher
A Realtime Software Solution for Resynchronizing Filtered MPEG2 Transport Stream (Extended Abstract);Bin Yu  Klara Nahrstedt
Intrusion Detection Systems - Technologies . . .;Handledare Michaela Fatouros Examinator Viiveke F�k X Examensarbete Arvidson Martin Arvidson Martin Arvidson Markus Carlbark Markus Carlbark Markus Carlbark
Estimation of Generalized Mixture in the Case of Correlated Sensors;A. Chorin A. Majda  and Christophe Michel Wojciech Pieczynski Julien Bouvrais Christophe Michel
Axioms and Variational Problems in Surface Parameterization;Ulrich Clarenz  Nathan Litke  Martin Rumpf
Finding Longest Increasing and Common Subsequences in Streaming Data;David Liben-nowell Erik Vee An Zhu
A Game Tree Strategy for Automated Negotiation;Alan Karp Alan H. Karp Ren Wu Ren Wu  Kay-Yut Chen Kay-yut Chen  Alex Zhang Alex Zhang
Module 20 Medical Imaging case CAFCR Illustration;Gerrit Muller
Astrology: The Study of Astro Teller;Stuart Andrews  Lijuan Cai David Gondek Amy Greenwald Daniel Grollman Arni Mar Jonsson Keith Hall Matthew Lease  Bryant Ng John Raiti  Victoria Sweetser Jenine Turner
Conservation farming in Zambia;Steven Haggblade  Gelson Tembo
Genome Informatics 14: 615--616 (2003) 615 Xenopus Cell Cycle Pathway for Simulating Cell;Division Processes By Mika Matsui Sachie Fujita Shun-ichi Suzuki Hiroshi Matsuno Satoru Miyano
Labeled Trees and the Efficient Computation of Derivations;Robert Grossman Richard G. Larson
On the Existence of Universal Nonlinearities for Blind Source Separation;Heinz Mathis Scott C. Douglas Senior Member
A Cinematography System for Virtual Storytelling;Nicolas Courty Fabrice Lamarche  Stephane Donikian  Eric Marchand
On Generalized Gossiping and Broadcasting;Samir Khuller Yoo-ah Kim  Yung-Chun (Justin) Wan
An experiment using DLV-K;Roc�o Santill�n Alejandra L�pez
Optimization Flow Control I: Basic Algorithm and Convergence;Steven H. Low David E. Lapsley
Enabling Secure Ubiquitous Interactions;Kevin Eustice   Shane Markstrum Venkatraman Ramakrishna Peter Reiher Leonard Kleinrock Gerald Popek
FCND DP No.152;Fcnd Discussion Paper Lire Ersado
A Scalable Workbench for Implementing and Evaluating Distributed Applications in Mobile Ad-hoc Networks;Johannes K. Lehnert  Daniel G�rgen Hannes Frey Peter Sturm
Hierarchical Compact Cube for Range-Max Queries;Sin Yeung Lee Lee Tok Wang Ling Huagang Li
An Efficient and Robust Computational Framework for Studying Lifetime and Information Capacity in Sensor Networks;Enrique J. Duarte-Melo   Mingyan Liu Archan Misra
A possibilistic approach to restore consistency in Answer Set Programming;Pascal Nicolas  Laurent Garcia  Igor Stephan
A Feedback-Based Approach for Data Contention Control;Kyoung-Don Kang Phil Phil H. Sin Dong Kook Shin
Ampere Tension and Newtons Laws;Thomas Phipps Jr
Exploring Gradient-based Face Navigation Interfaces;Tzu-pei Grace Chen
Proceedings of the 1998 Winter Simulation Conference;Medeiros Watson Carson D. J. Medeiros E. F. Watson J. S. Carson M. S. Manivannan
Applications of Antenna Arrays to Mobile Communications Part I: Performance Improvement Feasibility and System Considerations;Lal C. Godara
On-Road Vehicle Detection Using Optical Sensors: A Review;Zehang Sun George Bebis  Ronald Miller
