CONFERENCE;TITLE;BOOKTITLE;SERIES;VOLUME;PUBLISHER;YEAR;ID
conf/algosensors/2014;Algorithms for Sensor Systems - 10th International Symposium on Algorithms and Experiments for Sensor Systems Wireless Networks and Distributed Robotics ALGOSENSORS 2014 Wroclaw Poland September 12 2014 Revised Selected Papers;ALGOSENSORS;Lecture Notes in Computer Science;8847;Springer;2015;978-3-662-46017-7
conf/algosensors/2015;Algorithms for Sensor Systems - 11th International Symposium on Algorithms and Experiments for Wireless Sensor Networks ALGOSENSORS 2015 Patras Greece September 17-18 2015 Revised Selected Papers;ALGOSENSORS;Lecture Notes in Computer Science;9536;Springer;2015;978-3-319-28471-2
conf/algosensors/2016;Algorithms for Sensor Systems - 12th International Symposium on Algorithms and Experiments for Wireless Sensor Networks ALGOSENSORS 2016 Aarhus Denmark August 25-26 2016 Revised Selected Papers;ALGOSENSORS;Lecture Notes in Computer Science;10050;Springer;2017;978-3-319-53057-4
conf/alia/2014;Artificial Life and Intelligent Agents - First International Symposium ALIA 2014 Bangor UK November 5-6 2014. Revised Selected Papers;ALIA;Communications in Computer and Information Science;519;Springer;2015;978-3-319-18083-0
conf/alife/1987;Proceedings of the Interdisciplinary Workshop on the Synthesis and Simulation of Living Systems (ALIFE '87) Los Alamos NM USA September 1987;ALIFE;Santa Fe Institute Studies in the Sciences of Complexity;6;Addison-Wesley;1989;0-201-09346-4
conf/alife/2008;Artificial Life XI: Proceedingshe of the Eleventh International Conference on the Synthesis and Simulation of Living Systems Winchester United Kingdom August 5-8 2008;ALIFE;?;?;MIT Press;2010;9,78E+12
conf/alife/2010;Artificial Life XII: Proceedings of the Twelfth International Conference on the Synthesis and Simulation of Living Systems Odense Denmark August 19-23 2010;ALIFE;?;?;MIT Press;2010;9,78E+12
conf/alife/2012;Artificial Life 13: Proceedings of the Thirteenth International Conference on the Simulation and Synthesis of Living Systems East Lansing Michigan USA July 19-22 2012;ALIFE;?;?;MIT Press;2012;9,78E+12
conf/allerton/2011;49th Annual Allerton Conference on Communication Control and Computing Allerton 2011 Allerton Park &amp Retreat Center Monticello IL USA 28-30 September 2011;Allerton;?;?;IEEE;2011;978-1-4577-1817-5
conf/allerton/2012;50th Annual Allerton Conference on Communication Control and Computing Allerton 2012 Allerton Park &amp Retreat Center Monticello IL USA October 1-5 2012;Allerton;?;?;IEEE;2012;978-1-4673-4537-8
conf/allerton/2013;51st Annual Allerton Conference on Communication Control and Computing Allerton 2013 Allerton Park &amp Retreat Center Monticello IL USA October 2-4 2013;Allerton;?;?;IEEE;2013;?
conf/allerton/2014;52nd Annual Allerton Conference on Communication Control and Computing Allerton 2014 Allerton Park &amp Retreat Center Monticello IL September 30 - October 3 2014;Allerton;?;?;IEEE;2014;?
conf/allerton/2015;53rd Annual Allerton Conference on Communication Control and Computing Allerton 2015 Allerton Park &amp Retreat Center Monticello IL USA September 29 - October 2 2015;Allerton;?;?;IEEE;2015;978-1-5090-1824-6
conf/allerton/2016;54th Annual Allerton Conference on Communication Control and Computing Allerton 2016 Monticello IL USA September 27-30 2016;Allerton;?;?;IEEE;2016;978-1-5090-4550-1
conf/almodep/2011;First International Workshop on Algorithms and Models for Distributed Event Processing 2011 Rome Italy September 19 2011. Proceedings;AlMoDEP;ACM International Conference Proceeding Series;585;ACM;2011;978-1-4503-0922-6
conf/alp/1988;Algebraic and Logic Programming International Workshop Gaussig GDR November 14-18 1988 Proceedings;ALP;Lecture Notes in Computer Science;343;Springer;1988;3-540-50667-5
conf/alp/1990;Algebraic and Logic Programming Second International Conference Nancy France October 1-3 1990 Proceedings;ALP;Lecture Notes in Computer Science;463;Springer;1990;3-540-53162-9
conf/alp/1992;Algebraic and Logic Programming Third International Conference Volterra Italy September 2-4 1992 Proceedings;ALP;Lecture Notes in Computer Science;632;Springer;1992;3-540-55873-X
conf/alp/1994;Algebraic and Logic Programming 4th International Conference ALP'94 Madid Spain September 14-16 1994 Proceedings;ALP;Lecture Notes in Computer Science;850;Springer;1994;3-540-58431-5
conf/alp/1996;Algebraic and Logic Programming 5th International Conference ALP'96 Aachen Germany September 25-27 1996 Proceedings;ALP;Lecture Notes in Computer Science;1139;Springer;1996;3-540-61735-3
conf/alp/1997;Algebraic and Logic Programming 6th International Joint Conference ALP '97 - HOA '97 Southampton U.K. Spetember 3-5 1997 Proceedings;ALP/HOA;Lecture Notes in Computer Science;1298;Springer;1997;3-540-63459-2
conf/alpit/2007;Proceedings of The Sixth International Conference on Advanced Language Processing and Web Information Technology ALPIT 2007 Luoyang Henan China 22-24 August 2007;ALPIT;?;?;IEEE Computer Society;2007;978-0-7695-2930-1
conf/alpit/2008;ALPIT 2008 Proceedings of The Seventh International Conference on Advanced Language Processing and Web Information Technology Dalian University of Technology Liaoning China 23-25 July 2008;ALPIT;?;?;IEEE Computer Society;2008;978-0-7695-3273-8
conf/alpuk/1990;Logic Programming - New Frontiers Papers from the second ALPUK Bristol March 1990;ALPUK;?;?;Intellect Books and Kluwer Academic Publishers;1992;1-871516-25-0
conf/alpuk/1991;Proceedings of the 3rd UK Conference on Logic Programming Edinburgh 10-12 April 1991;ALPUK;Workshops in Computing;?;Springer;1992;3-540-19734-6
conf/alpuk/1992;ALPUK92 Proceedings of the 4th UK Conference on Logic Programming London 30 March - 1 April 1992;ALPUK;Workshops in Computing;?;Springer;1993;3-540-19783-4
conf/als/2003;Anticipatory Behavior in Adaptive Learning Systems Foundations Theories and Systems;ABiALS;Lecture Notes in Computer Science;2684;Springer;2003;3-540-40429-5
conf/alsc/2000;4th Annual Linux Showcase &amp Conference 2000 Atlanta Georgia USA October 10-14 2000;Annual Linux Showcase & Conference;?;?;USENIX Association;2000;?
conf/alsc/2001;5th Annual Linux Showcase &amp Conference 2001 Oakland California USA November 5-10 2001;Annual Linux Showcase & Conference;?;?;USENIX Association;2001;?
conf/alt/1990;Algorithmic Learning Theory First International Workshop ALT '90 Tokyo Japan October 8-10 1990 Proceedings;ALT;?;?;Springer/Ohmsha;1990;3-540-19661-7
conf/alt/1992;Algorithmic Learning Theory Third Workshop ALT '92 Tokyo Japan October 20-22 1992 Proceedings;ALT;Lecture Notes in Computer Science;743;Springer;1993;3-540-57369-0
conf/alt/1993;Algorithmic Learning Theory 4th International Workshop ALT '93 Tokyo Japan November 8-10 1993 Proceedings;ALT;Lecture Notes in Computer Science;744;Springer;1993;3-540-57370-4
conf/alt/1994;Algorithmic Learning Theory 4th International Workshop on Analogical and Inductive Inference AII '94 5th International Workshop on Algorithmic Learning Theory ALT '94 Reinhardsbrunn Castle Germany October 10-15 1994 Proceedings;AII/ALT;Lecture Notes in Computer Science;872;Springer;1994;3-540-58520-6
conf/alt/1995;Algorithmic Learning Theory 6th International Conference ALT '95 Fukuoka Japan October 18-20 1995 Proceedings;ALT;Lecture Notes in Computer Science;997;Springer;1995;3-540-60454-5
conf/alt/1996;Algorithmic Learning Theory 7th International Workshop ALT '96 Sydney Australia October 23-25 1996 Proceedings;ALT;Lecture Notes in Computer Science;1160;Springer;1996;3-540-61863-5
conf/alt/1997;Algorithmic Learning Theory 8th International Conference ALT '97 Sendai Japan October 6-8 1997 Proceedings;ALT;Lecture Notes in Computer Science;1316;Springer;1997;3-540-63577-7
conf/alt/1998;Algorithmic Learning Theory 9th International Conference ALT '98 Otzenhausen Germany October 8-10 1998 Proceedings;ALT;Lecture Notes in Computer Science;1501;Springer;1998;3-540-65013-X
conf/alt/1999;Algorithmic Learning Theory 10th International Conference ALT '99 Tokyo Japan December 6-8 1999 Proceedings;ALT;Lecture Notes in Computer Science;1720;Springer;1999;3-540-66748-2
conf/alt/2000;Algorithmic Learning Theory 11th International Conference ALT 2000 Sydney Australia December 11-13 2000 Proceedings;ALT;Lecture Notes in Computer Science;1968;Springer;2000;3-540-41237-9
conf/alt/2001;Algorithmic Learning Theory 12th International Conference ALT 2001 Washington DC USA November 25-28 2001 Proceedings;ALT;Lecture Notes in Computer Science;2225;Springer;2001;3-540-42875-5
conf/alt/2002;Algorithmic Learning Theory 13th International Conference ALT 2002 Lübeck Germany November 24-26 2002 Proceedings;ALT;Lecture Notes in Computer Science;2533;Springer;2002;3-540-00170-0
conf/alt/2003;Algorithmic Learning Theory 14th International Conference ALT 2003 Sapporo Japan October 17-19 2003 Proceedings;ALT;Lecture Notes in Computer Science;2842;Springer;2003;3-540-20291-9
conf/alt/2004;Algorithmic Learning Theory 15th International Conference ALT 2004 Padova Italy October 2-5 2004 Proceedings;ALT;Lecture Notes in Computer Science;3244;Springer;2004;978-3-540-23356-5
conf/alt/2005;Algorithmic Learning Theory 16th International Conference ALT 2005 Singapore October 8-11 2005 Proceedings;ALT;Lecture Notes in Computer Science;3734;Springer;2005;3-540-29242-X
conf/alt/2006;Algorithmic Learning Theory 17th International Conference ALT 2006 Barcelona Spain October 7-10 2006 Proceedings;ALT;Lecture Notes in Computer Science;4264;Springer;2006;3-540-46649-5
conf/alt/2007;Algorithmic Learning Theory 18th International Conference ALT 2007 Sendai Japan October 1-4 2007 Proceedings;ALT;Lecture Notes in Computer Science;4754;Springer;2007;978-3-540-75224-0
conf/alt/2008;Algorithmic Learning Theory 19th International Conference ALT 2008 Budapest Hungary October 13-16 2008. Proceedings;ALT;Lecture Notes in Computer Science;5254;Springer;2008;978-3-540-87986-2
conf/alt/2009;Algorithmic Learning Theory 20th International Conference ALT 2009 Porto Portugal October 3-5 2009. Proceedings;ALT;Lecture Notes in Computer Science;5809;Springer;2009;978-3-642-04413-7
conf/alt/2010;Algorithmic Learning Theory 21st International Conference ALT 2010 Canberra Australia October 6-8 2010. Proceedings;ALT;Lecture Notes in Computer Science;6331;Springer;2010;978-3-642-16107-0
conf/alt/2011;Algorithmic Learning Theory - 22nd International Conference ALT 2011 Espoo Finland October 5-7 2011. Proceedings;ALT;Lecture Notes in Computer Science;6925;Springer;2011;978-3-642-24411-7
conf/alt/2012;Algorithmic Learning Theory - 23rd International Conference ALT 2012 Lyon France October 29-31 2012. Proceedings;ALT;Lecture Notes in Computer Science;7568;Springer;2012;978-3-642-34105-2
conf/alt/2013;Algorithmic Learning Theory - 24th International Conference ALT 2013 Singapore October 6-9 2013. Proceedings;ALT;Lecture Notes in Computer Science;8139;Springer;2013;978-3-642-40934-9
conf/alt/2014;Algorithmic Learning Theory - 25th International Conference ALT 2014 Bled Slovenia October 8-10 2014. Proceedings;ALT;Lecture Notes in Computer Science;8776;Springer;2014;978-3-319-11661-7
conf/alt/2015;Algorithmic Learning Theory - 26th International Conference ALT 2015 Banff AB Canada October 4-6 2015 Proceedings;ALT;Lecture Notes in Computer Science;9355;Springer;2015;978-3-319-24485-3
conf/alt/2016;Algorithmic Learning Theory - 27th International Conference ALT 2016 Bari Italy October 19-21 2016 Proceedings;ALT;Lecture Notes in Computer Science;9925;?;2016;978-3-319-46378-0
conf/aluacs/1988;Algebraic Logic and Universal Algebra in Computer Science Conference Ames Iowa USA June 1-4 1988 Proceedings;Algebraic Logic and Universal Algebra in Computer Science;Lecture Notes in Computer Science;425;Springer;1990;3-540-97288-9
conf/am/1987;Algebraic Methods: Theory Tools and Applications [papers from a workshop in Passau Germany June 9-11 1987];Algebraic Methods;Lecture Notes in Computer Science;394;Springer;1989;3-540-51698-0
conf/am/1989;Algebraic Methods II: Theory Tools and Applications [papers from a workshop in Mierlo The Netherlands September 1989];Algebraic Methods;Lecture Notes in Computer Science;490;Springer;1991;3-540-53912-3
conf/amai/2000;International Symposium on Artificial Intelligence and Mathematics AI&ampM 2000 Fort Lauderdale Florida USA January 5-7 2000;AI&M;?;?;?;2000;?
conf/amast/1991;Algebraic Methodology and Software Technology (AMAST '91) Proceedings of the Second International Conference on Methodology and Software Technology Iowa City USA 22-25 May 1991;AMAST;Workshops in Computing;?;Springer;1992;3-540-19797-4
conf/amast/1993;Algebraic Methodology and Software Technology (AMAST '93) Proceedings of the Third International Conference on Methodology and Software Technology University of Twente Enschede The Netherlands 21-25 June 1993;AMAST;Workshops in Computing;?;Springer;1994;3-540-19852-0
conf/amast/1995;Algebraic Methodology and Software Technology 4th International Conference AMAST '95 Montreal Canada July 3-7 1995 Proceedings;AMAST;Lecture Notes in Computer Science;936;Springer;1995;3-540-60043-4
conf/amast/1996;Algebraic Methodology and Software Technology 5th International Conference AMAST '96 Munich Germany July 1-5 1996 Proceedings;AMAST;Lecture Notes in Computer Science;1101;Springer;1996;3-540-61463-X
conf/amast/1997;Algebraic Methodology and Software Technology 6th International Conference AMAST '97 Sydney Australia December 13-17 1997 Proceedings;AMAST;Lecture Notes in Computer Science;1349;Springer;1997;3-540-63888-1
conf/amast/1998;Algebraic Methodology and Software Technology 7th International Conference AMAST '98 Amazonia Brasil January 4-8 1999 Proceedings;AMAST;Lecture Notes in Computer Science;1548;Springer;1999;3-540-65462-3
conf/amast/2000;Algebraic Methodology and Software Technology. 8th International Conference AMAST 2000 Iowa City Iowa USA May 20-27 2000 Proceedings;AMAST;Lecture Notes in Computer Science;1816;Springer;2000;3-540-67530-2
conf/amast/2002;Algebraic Methodology and Software Technology 9th International Conference AMAST 2002 Saint-Gilles-les-Bains Reunion Island France September 9-13 2002 Proceedings;AMAST;Lecture Notes in Computer Science;2422;Springer;2002;3-540-44144-1
conf/amast/2004;Algebraic Methodology and Software Technology 10th International Conference AMAST 2004 Stirling Scotland UK July 12-16 2004 Proceedings;AMAST;Lecture Notes in Computer Science;3116;Springer;2004;3-540-22381-9
conf/amast/2006;Algebraic Methodology and Software Technology 11th International Conference AMAST 2006 Kuressaare Estonia July 5-8 2006 Proceedings;AMAST;Lecture Notes in Computer Science;4019;Springer;2006;3-540-35633-9
conf/amast/2008;Algebraic Methodology and Software Technology 12th International Conference AMAST 2008 Urbana IL USA July 28-31 2008 Proceedings;AMAST;Lecture Notes in Computer Science;5140;Springer;2008;978-3-540-79979-5
conf/amast/2010;Algebraic Methodology and Software Technology - 13th International Conference AMAST 2010 Lac-Beauport QC Canada June 23-25 2010. Revised Selected Papers;AMAST;Lecture Notes in Computer Science;6486;Springer;2011;978-3-642-17795-8
conf/ambisys/2008;1st International ICST Conference on Ambient Media and Systems AMBI-SYS 2008 Quebec Canada February 11-13 2008;AMBI-SYS;?;?;ICST;2008;978-963-9799-16-5
conf/ambisys/2011;Ambient Media and Systems - Second International ICST Conference AMBI-SYS 2011 Porto Portugal March 24-25 2011 Revised Selected Papers;AMBI-SYS;Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering;70;Springer;2011;978-3-642-23901-4
conf/ambisys/2013;Ambient Media and Systems - Third International ICST Conference AMBI-SYS 2013 Athens Greece March 15 2013 Revised Selected Papers;AMBI-SYS;Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering;118;Springer;2013;978-3-319-04101-8
conf/amcc/2012;American Control Conference ACC 2012 Montreal QC Canada June 27-29 2012;ACC;?;?;IEEE;2012;978-1-4577-1095-7
conf/amcc/2013;American Control Conference ACC 2013 Washington DC USA June 17-19 2013;ACC;?;?;IEEE;2013;978-1-4799-0177-7
conf/amcc/2014;American Control Conference ACC 2014 Portland OR USA June 4-6 2014;ACC;?;?;IEEE;2014;978-1-4799-3272-6
conf/amcc/2015;American Control Conference ACC 2015 Chicago IL USA July 1-3 2015;ACC;?;?;IEEE;2015;978-1-4799-8684-2
conf/amcis/2003;9th Americas Conference on Information Systems AMCIS 2003 Tampa FL USA August 4-6 2003;AMCIS;?;?;Association for Information Systems;2003;?
conf/amcis/2004;10th Americas Conference on Information Systems AMCIS 2004 New York NY USA August 6-8 2004;AMCIS;?;?;Association for Information Systems;2004;?
